Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	8a97354a-4105-4736-ae75-15988e1d7063
Plate Name	GHF201- TFEB 27.8.24
Measurement	Measurement 1
Evaluation	Evaluation2

[Data]
Row	Column	Plane	Timepoint	spots_chanel_3 - Relative Spot Intensity - Mean per Well	spots_chanel_3 - Corrected Spot Intensity - Mean per Well	spots_chanel_3 - Uncorrected Spot Peak Intensity - Mean per Well	spots_chanel_3 - Spot Contrast - Mean per Well	spots_chanel_3 - Spot Background Intensity - Mean per Well	spots_chanel_3 - Spot Area [px²] - Mean per Well	spots_chanel_3 - Region Intensity - Mean per Well	spots_chanel_3 - Spot to Region Intensity - Mean per Well	spots_chanel_3 - Intensity_Spot chanel_3_final Mean - Mean per Well	spots_chanel_3 - spots_chanel_3_final Area [µm²] - Mean per Well	selected_cells - Number of Objects	selected_cells - Cell Area [µm²] - Mean per Well	selected_cells - Cell Width [µm] - Mean per Well	selected_cells - Cell Length [µm] - Mean per Well	selected_cells - chanel_3 Gabor Max 2 px w2 - Mean per Well	selected_cells - chanel_3 SER Spot 1 px - Mean per Well	selected_cells - chanel_3 SER Hole 1 px - Mean per Well	selected_cells - chanel_3 SER Edge 1 px - Mean per Well	selected_cells - chanel_3 SER Ridge 1 px - Mean per Well	selected_cells - chanel_3 SER Valley 1 px - Mean per Well	selected_cells - chanel_3_Intensity Mean - Mean per Well	selected_cells - chanel_3_Intensity Sum - Sum per Well	selected_cells - Intensity ir_chanel_3_total Mean - Mean per Well	selected_cells - Intensity ir_chanel_3_total Sum - Sum per Well	selected_cells - chanel_2 Area [µm²] - Mean per Well	selected_cells - chanel_1 Area [µm²] - Mean per Well	selected_cells - chanel_1 Roundness - Mean per Well	selected_cells - chanel_1 Ratio Width to Length - Mean per Well	selected_cells - Total Spot Area - Mean per Well	selected_cells - Relative Spot Intensity - Mean per Well	selected_cells - Number of Spots - Mean per Well	selected_cells - Intensity_ir_chanel_3_at Mean - Mean per Well	selected_cells - ir_chanel_3_at Area [µm²] - Mean per Well	selected_cells - ir_chanel_3_total Area [µm²] - Sum per Well	total_ir_chanel_3_area_normalized	total_ir_chanel_3_intensity_normalized	Number of Analyzed Fields	Height [µm]	Time [s]	cell_type	cell_id	compound	concentration	severity	
6	5	1	0	0.615086128453	2.09776997162	24.5672633327	0.831743889088	3.36588766158	7.05425355232	24.1547175408	0.202515722356	5.4636576332	1.73974635354	628	5735.99798167	41.4473025731	169.113090541	0.0188516530124	0.00228489254781	0.000752972650919	0.019085282127	0.0037146864996	0.0164496598033	0.0873895738845	1414383	19.0590163785	229554	5735.99798167	264.426197838	0.939383365313	0.677983970005	60.8710191083	0.650809411096	8.62898089172	11.9064069647	14.3968568444	2113.56540268	3.36555000426	365.531847134	23	0	0	HC	971	none	0	HC	
6	6	1	0	0.696905621033	1.79785812469	20.8030927835	0.868555844198	2.52430166912	7.49463917526	20.775942067	0.181131665066	4.32215979381	1.84835590039	643	6194.75824337	43.6418135834	167.972896814	0.0160648991581	0.00193981169939	0.000616499220405	0.0165084037602	0.00318893076193	0.0144236116439	0.0949674876109	2193064	19.3980005053	160245	6194.75824337	282.990570953	0.938641008866	0.681842648812	56.5303265941	0.641878260169	7.54276827372	12.0231819136	13.0327027476	1687.15296613	2.62387708573	249.214618974	23	0	0	HC	971	GHF201	50	HC	
6	7	1	0	0.667723453844	1.89780535157	22.1716890352	0.854479994053	2.81718518251	7.31678906052	22.6996140553	0.187262021836	4.71499053407	1.80449384096	629	6108.02808357	42.9435662324	171.769347691	0.0160962768217	0.00196448648793	0.000592280681363	0.0167166573786	0.00321157027795	0.0145890624583	0.0635988682932	957979	20.637194938	144169	6108.02808357	257.956271297	0.941292683361	0.683930610024	45.9364069952	0.60798013605	6.27821939587	12.1883598839	12.1112250045	1436.09000464	2.28313196286	229.203497615	23	0	0	HC	971	none	0	HC	
6	8	1	0	0.678316415363	1.98327758596	22.4531722054	0.864788655243	2.74153790821	7.49818731118	22.723796032	0.182915843045	4.72481549417	1.84923095492	636	5658.51440706	41.41258482	166.377692917	0.0147398135616	0.00176556210485	0.000629710717565	0.0153113885627	0.00291477578516	0.0134995382846	0.0865309878081	1167394	20.0224439988	138433	5658.51440706	266.334632124	0.942824410879	0.682197547723	39.0235849057	0.595893825253	5.20440251572	11.9475827262	10.7227036163	1299.95370333	2.04395236372	217.661949686	23	0	0	HC	971	GHF201	50	HC	
6	9	1	0	0.772379692249	1.69749085964	17.8374799358	0.913521030199	1.37779800122	7.95826645265	19.6554508878	0.148823331271	3.07528886086	1.96269739085	649	5695.27581536	40.5879900049	169.293656418	0.0143897413012	0.00173875428719	0.000529361017575	0.0147594773189	0.00285517680436	0.0128326320277	0.0658283216557	967177	21.3933673063	75793	5695.27581536	256.592045204	0.940749354345	0.68164453903	30.5577812018	0.595248097081	3.83975346687	11.719487766	9.89458981952	837.534201574	1.29049954018	116.784283513	23	0	0	HC	971	none	0	HC	
6	10	1	0	0.720008636618	1.88395056601	21.4775193798	0.880701090943	2.56902547065	7.6976744186	21.6342866514	0.176488914659	4.45297603667	1.89842921029	640	6023.08992419	42.7670812638	170.262356886	0.0122779972421	0.00164225766976	0.000550662830918	0.0142371135698	0.00272300252307	0.0125326949375	0.0690436073527	818951	21.4187262877	100878	6023.08992419	265.98177066	0.941923414951	0.684409953248	31.03125	0.599735440946	4.03125	11.8457174549	9.95203837688	982.548957323	1.53523274582	157.621875	23	0	0	HC	971	GHF201	50	HC	
6	11	1	0	0.679819448125	1.88803634085	22.2301754386	0.864772920062	2.76301211362	7.47719298246	22.2342527215	0.182183580268	4.65104845447	1.84405325518	625	5901.51142423	41.6115033202	174.461935732	0.0137829328837	0.0016668101102	0.000568863527044	0.0142988478121	0.00275886796642	0.0125141845777	0.0598367319845	800807	19.2533917075	112489	5901.51142423	261.136258586	0.934395925023	0.678281247598	34.096	0.640845598509	4.56	11.5499677869	9.99003692874	1073.0598678	1.71689578848	179.9824	23	0	0	HC	971	none	0	HC	
7	2	1	0	0.840398863	1.38434243503	14.2049861496	0.939894351273	0.894184804116	8.25096952909	14.9073880727	0.139027682866	2.27852723915	2.03488491659	194	3433.82742639	33.8153326216	142.015266281	0.0195980441952	0.00247612911282	0.000683469205865	0.0202764507029	0.00398284984195	0.0174166583286	0.204001940625	555348	14.3193222217	33878	3433.82742639	243.558735179	0.941466969241	0.658980756853	76.7680412371	0.794987029137	9.30412371134	11.1995180181	8.67378215933	517.16997076	2.66582459155	174.628865979	23	0	0	HD	2165	GHF201	50	S	
7	3	1	0	0.75156744718	1.61304510105	17.4085166121	0.899097870153	1.53294449272	7.75666822649	17.4570332043	0.161816342632	3.14598959378	1.91297848349	211	3539.84889959	32.7919694371	149.289650665	0.0239173619352	0.00295659146801	0.000845181520558	0.0237966000232	0.00471831887447	0.0200668420144	0.0694452383961	225483	14.6926475768	49518	3539.84889959	238.988918001	0.934914930562	0.64078016822	78.5592417062	0.785940892936	10.1279620853	11.8064502586	11.1436525237	649.113668593	3.0763680976	234.682464455	23	0	0	HD	2165	none	0	S	
7	4	1	0	0.889120297403	1.30556630892	12.3959021811	0.962400690938	0.352772007679	8.51487111699	13.0467249142	0.12517981629	1.6583383166	2.09996931168	192	3519.99633427	32.8683310206	149.435756876	0.0189534390378	0.00233916909464	0.000556449092502	0.0188916798962	0.00375710917017	0.0159335943512	0.0373385093801	102201	12.825526646	21891	3519.99633427	376.043392321	0.921869574293	0.652013452088	67.0989583333	0.846713521685	7.88020833333	11.1375106314	8.24519661597	403.229805528	2.10015523713	114.015625	23	0	0	HD	2165	GHF201	50	S	
7	5	1	0	0.46015478005	2.33775221197	28.6373109931	0.773418843177	3.83533675832	6.13445034736	25.5637688868	0.226767745313	6.1730889703	1.51290105235	223	3565.1904907	33.3701837821	146.553675855	0.0260673606193	0.00345390205754	0.00222926119325	0.0263808760148	0.00521552100331	0.0225239183828	0.144472858693	580252	16.343497527	355804	3565.1904907	273.250250081	0.924870995993	0.638110779503	269.255605381	0.733951799196	43.8923766816	11.3834117041	23.8771588468	3272.94357747	14.676877029	1595.53363229	23	0	0	HD	2165	none	0	S	
7	6	1	0	0.822568640462	1.52758696128	15.5980091884	0.934026027439	1.10531521184	8.24272588055	17.5457547165	0.13804242125	2.63290217312	2.03285183721	180	3290.57717447	33.3733522284	139.48158433	0.0176641088021	0.00220368876335	0.000824394123974	0.0191701840213	0.00356910533151	0.0169282862699	0.697893706663	950129	17.4494950455	40904	3290.57717447	241.624123122	0.943118333953	0.667842362718	59.8055555556	0.708918857738	7.25555555556	11.9307098282	7.58779022431	461.186383081	2.56214657267	227.244444444	23	0	0	HD	2165	GHF201	50	S	
7	7	1	0	0.845506836482	1.45550187217	14.9401767505	0.940619844144	1.01926936648	8.31543167913	16.5379490684	0.135645350854	2.47477123866	2.05078281276	221	3440.92112317	33.4870972674	144.440408576	0.0195270735635	0.00239149938807	0.000644516703801	0.0195920670557	0.00391033612701	0.0166187146338	0.0657768908497	205955	16.5822917639	38978	3440.92112317	234.136315325	0.940650778245	0.659371926199	55.3484162896	0.76295071354	6.65610859729	11.5834327076	8.24906173624	476.230430871	2.15488882747	176.371040724	23	0	0	HD	2165	none	0	S	
7	8	1	0	0.878638108375	1.31379141849	12.6247569669	0.958450310175	0.39725334074	8.43940375891	12.7649751555	0.129400558888	1.71104475923	2.08135727002	196	3373.53208737	32.3660196887	144.655766204	0.0169634771265	0.00219103300391	0.000523242595044	0.0179694111196	0.00358605511453	0.0153762838113	0.0424224605638	105884	12.421172229	21586	3373.53208737	232.632870486	0.940656445094	0.65434556342	66.4387755102	0.847959528651	7.87244897959	11.2243184666	7.3785794783	409.14877515	2.08749375077	110.132653061	23	0	0	HD	2165	GHF201	50	S	
7	9	1	0	0.689523538876	1.7546021594	20.2208427389	0.86703065156	2.41084641155	7.46087283672	19.3849869131	0.182900380456	4.16544857095	1.84002831989	188	3641.70771613	33.8296027654	147.276495579	0.0190730436969	0.00243235171107	0.00094308817099	0.0193477053539	0.00386226782253	0.0162498043333	0.0740825592685	175533	14.8178189493	77178	3641.70771613	301.092160175	0.911360351021	0.639832918743	105.484042553	0.787198745547	14.1382978723	11.2642789514	10.1614225832	881.926473742	4.69109826459	410.521276596	23	0	0	HD	2165	none	0	S	
7	10	1	0	0.787528541612	1.53735320193	17.2088752869	0.909648892195	1.89292181295	8.02448355011	17.5401366368	0.158703227263	3.43027501488	1.9790280987	200	3654.12275492	34.6975377608	143.021370845	0.0130968773274	0.00171854317094	0.000578928688543	0.0143574516054	0.00280684540571	0.0124776533135	0.0819576404645	189542	15.2007048636	37859	3654.12275492	232.407109106	0.938358408718	0.662779673635	52.44	0.715063109711	6.535	11.3922397634	6.76982150565	442.936226745	2.21468113373	189.295	23	0	0	HD	2165	GHF201	50	S	
7	11	1	0	0.515296149728	2.96350699551	36.6407525737	0.769686220775	6.83666725831	6.63826766063	32.4429381764	0.255455719347	9.80017425382	1.63715435953	193	3401.76550441	33.640603354	138.042503942	0.0187179207832	0.00251650951711	0.00169826556459	0.0205976466712	0.00405059963451	0.0175773116007	1.29268629988	2388284	16.8908161969	292831	3401.76550441	241.540474087	0.937877402722	0.659230498869	96.8911917098	0.758655004725	14.5958549223	11.4715760257	15.8580338977	1835.12720669	9.50843112273	1517.25906736	23	0	0	HD	2165	none	0	S	
